Garage_Cars,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Fireplace_Qu_No_Fireplace,First_Flr_SF,Lot_Area,Year_Remod_Add,Latitude,Longitude
2,1338,1983,520,0,1338,19255,1983,42.033714,-93.685733
0,2650,1967,0,1,862,7200,1967,42.0163944,-93.6507568
2,2260,1996,1306,1,1306,14000,1997,42.030082,-93.670503
2,1932,2003,979,0,992,8749,2003,42.016961,-93.687786
2,964,1921,876,1,964,13360,2006,42.017574,-93.640592
2,1558,1939,690,0,868,6406,1950,42.0319053,-93.6195361
1,520,1927,520,1,520,6324,1950,42.030388,-93.624471
0,630,1970,630,1,630,1936,1970,41.991641,-93.602094
1,1502,1923,602,0,900,10592,1996,42.01804,-93.646624
2,1876,1974,901,0,943,9120,1974,42.044851,-93.630732
1,925,1955,923,0,925,8400,1955,42.0384781,-93.612075
2,1422,1970,925,1,1422,9457,1990,42.053407,-93.629118
2,1391,2004,1391,1,1391,4282,2004,42.047467,-93.647488
2,1145,1956,301,1,1145,7700,1956,42.039387,-93.612464
1,930,1953,911,1,930,9520,1953,42.017962,-93.665829
1,1008,1952,1008,1,1008,12778,2003,42.039447,-93.617225
2,1265,1965,1219,0,1265,9350,1999,42.0417764,-93.6267969
2,1502,1985,1488,1,1502,6820,1985,42.059169,-93.632913
2,1565,2005,1560,0,1565,5911,2005,42.057164,-93.654138
2,2466,2004,1580,0,1580,11143,2005,42.051054,-93.639574
2,1072,2005,547,1,1072,3675,2005,42.018973,-93.670587
1,882,1956,0,1,882,12702,1956,42.026691,-93.604486
2,1533,1975,1533,0,1533,70761,1975,42.02438,-93.683877
3,1589,2003,1406,0,1589,3621,2003,42.062946,-93.640513
2,1922,2003,0,0,495,7301,2003,42.018988,-93.672234
2,1235,1980,1235,0,1235,3760,1980,42.042369,-93.649329
3,2855,2000,1540,0,1540,9233,2000,42.055601,-93.6532
2,1489,2003,782,0,806,8965,2003,42.061365,-93.640051
3,1698,2007,1698,0,1698,13286,2008,42.017026,-93.676608
2,1930,1979,780,0,1085,11339,1979,42.054941,-93.634665
2,864,1951,864,1,864,19138,1951,42.056673,-93.622971
2,1398,1990,1398,1,1398,7175,1991,42.035555,-93.686267
2,1779,1955,1763,0,1779,17920,1974,42.032291,-93.66563
2,1436,2008,1436,1,1436,7993,2009,42.051645,-93.650417
3,3238,1995,2033,0,2053,14720,1996,42.050909,-93.652972
1,864,1963,864,1,864,6360,1963,42.035703,-93.672503
2,1768,1914,880,0,880,10800,1970,42.029136,-93.613889
0,1200,1987,1200,1,1200,10800,1988,42.028098,-93.658173
2,1650,1958,1632,0,1650,50102,1958,41.99984,-93.651077
2,2156,1968,1568,0,2156,20781,2003,42.048997,-93.634738
1,1520,1955,1156,0,1520,9600,1972,42.036095,-93.624601
3,1658,2008,1614,0,1658,10206,2008,42.054302,-93.642553
2,1728,2004,864,1,864,9313,2004,42.013957,-93.685333
3,904,1970,864,1,904,10200,1970,42.029453,-93.678125
2,1710,1921,576,1,902,10300,1950,42.027986,-93.62338
2,1564,2006,1546,0,1564,8298,2007,41.994137,-93.650569
2,864,1970,864,1,864,8120,1970,42.053307,-93.625542
1,1056,1966,1056,1,1056,8900,1966,42.035795,-93.681595
3,1776,1958,1584,1,1776,11475,1958,42.04488,-93.623411
2,1096,1978,1008,0,1096,13014,1978,42.032365,-93.672241
0,936,1916,216,1,576,8520,1950,42.022603,-93.604344
1,1382,1955,1382,1,1382,8750,1955,42.042233,-93.61588
1,1082,1948,1082,0,1082,11664,1950,42.035921,-93.610611
1,1060,1925,756,0,916,6854,1994,42.033311,-93.6281873
2,1040,1950,0,1,1040,8544,1950,42.034805,-93.609053
2,1120,1948,744,1,792,11792,1950,42.021163,-93.676372
1,1738,1920,715,0,1281,12513,2007,42.044886,-93.619029
1,864,1978,864,1,864,7000,2005,42.019548,-93.684887
1,732,1952,732,1,732,7200,1952,42.03572,-93.607814
3,1344,1916,624,1,624,4571,1950,42.029253,-93.618296
2,1709,2004,970,1,970,2522,2006,42.01881,-93.669985
2,1491,2006,738,0,738,8333,2006,42.013467,-93.684271
2,2014,1900,716,1,1007,9856,2005,42.033267,-93.618539
2,1559,1948,1559,1,1559,8100,1973,42.0277574,-93.6094532
2,1312,1947,784,1,900,7500,1950,42.034617,-93.617182
2,2337,1900,662,1,1422,13600,1950,42.029223,-93.616911
2,1174,1978,864,1,1174,12250,1978,42.018839,-93.687518
2,1776,1996,821,0,821,9783,1996,42.060736,-93.636378
0,1392,1915,1212,1,1212,9900,1950,42.026752,-93.656924
2,1653,2003,812,1,812,8127,2003,42.050895,-93.639832
2,1090,2005,1090,1,1090,7024,2006,42.018873,-93.673253
3,2492,2004,2492,0,2492,14836,2005,42.057177,-93.655483
3,2794,1995,1462,0,1490,15138,1996,42.053911,-93.657163
2,1082,1969,973,1,1082,8723,1969,42.048067,-93.634528
2,1480,2003,1480,1,1480,8197,2009,42.043984,-93.617553
2,1260,1983,1260,1,1260,10825,1983,42.054439,-93.637808
2,1456,1975,855,0,855,2280,1975,42.050683,-93.625924
2,1320,1971,1232,0,1320,16500,1971,42.043935,-93.627416
2,1474,1952,1632,0,1474,31220,1952,42.059792,-93.622299
2,1603,1992,761,1,810,7153,1992,42.034595,-93.68782
2,1889,2000,982,0,1008,8658,2000,42.05853,-93.642913
3,2262,2003,1482,0,1482,12244,2003,41.99423,-93.647834
2,1561,2005,1561,0,1561,7313,2005,42.057124,-93.652565
1,1362,1920,951,1,986,7550,1950,42.023451,-93.659659
1,694,1913,440,0,694,4280,2002,42.016217,-93.64476
2,2030,1976,848,0,1118,12046,1976,42.054427,-93.631528
0,936,1920,936,0,936,4485,1950,42.031363,-93.62024
3,1922,2005,1922,0,1922,14157,2006,42.060431,-93.629016
1,864,1959,864,1,864,9100,1959,42.044843,-93.623485
2,1126,1977,1126,0,1126,17400,1977,41.9887374,-93.6086884
2,1442,1970,1442,0,1442,11717,1970,42.048009,-93.634634
3,2374,2003,1181,0,1234,11999,2004,42.058619,-93.6545189
2,1466,1959,1466,0,1466,17755,1959,42.020995,-93.676369
3,2468,2004,1136,0,1136,12099,2004,42.059677,-93.6565389
1,1431,1962,1099,0,1431,9150,1962,42.046935,-93.615685
2,1152,1953,1152,1,1152,9373,1953,42.040301,-93.617084
2,2365,1971,1803,0,2365,17597,2009,42.01141,-93.643539
3,2772,2007,1776,0,1794,14257,2007,42.063304,-93.6562749
1,988,1973,462,1,526,1596,1973,41.991786,-93.604252
1,912,1967,912,0,912,8521,1967,42.029867,-93.678141
2,1680,1976,1680,1,1680,11500,1976,42.045483,-93.633748
2,1604,1997,926,0,926,10839,1998,42.059408,-93.639151
2,2110,1994,948,0,1222,8880,2002,42.036026,-93.68981
2,1392,2007,689,1,703,3604,2007,42.047548,-93.644891
1,1047,1885,641,1,1047,10800,1995,42.033405,-93.615432
1,960,1965,648,1,960,10246,2001,42.033686,-93.669544
2,1226,1981,1226,0,1226,3782,1981,42.042652,-93.649358
2,2060,1999,992,0,1022,8755,1999,42.056955,-93.641312
2,1656,1940,801,1,1095,7628,1985,42.030418,-93.6198478
1,810,1910,0,1,810,21780,1950,42.0183,-93.588227
1,1668,1950,856,1,1112,9600,2005,42.035951,-93.622644
2,894,1972,894,1,894,9800,1972,42.021889,-93.683246
0,1928,1916,686,1,948,7082,1995,42.020286,-93.648562
1,773,1953,773,1,773,7677,1953,42.038516,-93.61707
1,1344,1936,896,1,896,6240,1950,42.031499,-93.62454
1,1215,1958,1215,1,1215,12400,1998,42.044914,-93.614059
1,1104,1956,1104,1,1104,10425,1958,42.042304,-93.613383
1,912,1958,912,1,912,10150,1958,42.045809,-93.616099
2,1488,1964,1008,0,1488,10368,1964,42.04102,-93.627065
3,3627,1995,1930,0,1831,35760,1996,42.053314,-93.657851
2,1772,1998,928,0,928,8750,1998,42.018667,-93.688383
2,1187,1992,1168,1,1187,7980,2007,42.057419,-93.635951
0,630,1970,630,1,630,1533,1970,41.992533,-93.602043
2,1118,1939,793,0,793,7800,1950,42.033369,-93.620433
2,864,1971,864,1,864,9000,1971,42.056395,-93.621646
2,1852,2009,900,0,932,8640,2009,42.051804,-93.650321
2,964,1961,964,0,964,8243,1961,42.043609,-93.621452
2,1496,2007,1496,1,1496,9158,2007,42.053186,-93.643449
3,1820,1996,910,0,910,11050,1997,41.997062,-93.60489
0,1200,1930,780,1,780,8155,1950,42.021276,-93.628385
2,1909,2002,872,1,872,8726,2002,42.014494,-93.687675
2,1196,1916,1196,1,1196,4800,1990,42.023518,-93.625297
1,1540,1955,1190,1,1040,7150,1955,42.03837,-93.61245
2,1743,1976,966,0,1743,20064,1976,42.024305,-93.683612
1,1027,1962,1027,1,1027,8000,1962,42.037006,-93.60597
2,1362,2005,1362,0,1362,6289,2006,42.059176,-93.649798
2,1194,1959,655,0,1194,8910,1959,42.0385,-93.607257
2,1950,1997,975,0,975,7399,1998,42.046318,-93.642182
1,1600,1957,1484,0,1600,16321,1997,42.03902,-93.605727
1,1141,1900,570,1,761,5925,1950,42.032276,-93.606842
2,1478,2009,1470,0,1478,4403,2009,42.0471748,-93.6468879
2,2610,2007,1184,0,1184,9000,2007,42.050301,-93.647933
3,2084,2007,2078,0,2084,14803,2008,42.063129,-93.652941
2,2080,1969,1040,0,1040,11606,1969,42.038888,-93.605388
2,1576,2006,770,1,778,8125,2006,42.051382,-93.64357
2,1682,1997,1664,0,1682,6264,1997,42.061374,-93.633781
3,1973,2006,1935,0,1973,14226,2006,42.0624082,-93.6562861
3,2332,2004,1148,0,1170,10574,2004,42.0599011,-93.654443
0,892,1923,858,1,892,5160,1950,42.024143,-93.625154
2,1488,1950,1488,0,1488,47280,1950,42.0586718,-93.6225667
2,1373,1978,1319,0,1373,7424,1978,42.031187,-93.671511
3,1651,2007,1643,0,1651,10235,2007,42.025281,-93.691015
1,1339,1958,1029,1,1339,7560,1965,42.035968,-93.606889
2,2288,1977,908,0,1316,13774,1992,42.043236,-93.637964
2,1772,1910,725,1,909,10337,1999,42.03013,-93.618662
2,1716,1915,810,1,1170,9144,2004,42.028274,-93.625539
1,1210,1941,672,1,832,5000,2006,42.033568,-93.625584
2,1430,2000,384,0,774,7750,2000,42.060936,-93.641325
2,1167,1920,915,0,1167,8731,1950,42.031846,-93.627605
1,1529,1945,0,1,1088,8405,1950,42.0217997,-93.6644556
2,1632,1967,1632,1,1632,25000,1967,41.9927922,-93.6072813
2,988,1969,938,0,988,21453,1969,42.025573,-93.682095
2,1676,1977,1160,0,1676,33983,1994,41.990264,-93.60678
2,1664,1947,1004,0,1004,5000,1950,42.033306,-93.625576
1,1218,1972,672,1,672,1680,1972,42.051691,-93.627366
1,1092,1962,1092,0,1092,11616,1962,42.033427,-93.666432
1,1378,1935,901,1,861,4080,1998,42.0320748,-93.619013
1,987,1971,483,1,483,1680,1971,42.051835,-93.627271
2,1301,2006,1293,0,1301,7200,2006,42.051224,-93.643977
1,838,1918,816,1,838,10267,2000,42.029556,-93.625623
2,894,1954,894,1,894,9450,1954,42.017962,-93.665875
2,1484,2005,783,0,783,10237,2007,42.062483,-93.645875
2,2614,1974,1522,0,1548,10800,1997,42.04378,-93.631245
1,1056,1958,1056,1,1056,8176,1992,42.043932,-93.617521
0,666,1946,666,1,666,5000,1950,42.035684,-93.629545
3,1646,2006,1638,0,1646,10656,2007,41.995088,-93.650417
2,1032,1980,516,0,516,1879,1980,42.009489,-93.645743
1,816,1922,816,1,816,3672,1950,42.0228,-93.625313
2,1280,1992,1280,1,1280,5005,1992,42.060728,-93.633826
1,1128,1954,936,1,1128,9000,1954,42.0422973,-93.6181153
2,1370,2006,1370,0,1370,7132,2006,42.058252,-93.649447
2,1770,1968,900,1,884,8640,1968,42.045728,-93.626097
0,1020,1875,780,1,780,6342,1996,42.034451,-93.672036
1,1178,1900,859,1,859,8712,1950,42.022653,-93.606593
0,784,1955,784,1,784,6931,1955,42.020112,-93.661895
3,1939,1998,1054,0,1070,11250,1998,42.017856,-93.681479
1,1836,1900,686,1,1150,56600,1950,42.022745,-93.577427
2,1716,2005,858,1,858,8125,2005,42.051426,-93.642374
0,1100,2006,1100,1,1100,7500,2007,42.037586,-93.69179
2,1904,2005,1058,0,1058,10927,2005,42.059216,-93.650626
1,407,1946,407,1,407,7311,1950,42.032008,-93.606764
1,1361,1895,173,1,825,5280,1950,42.021162,-93.615426
2,1734,2005,1734,1,1734,11645,2005,42.024481,-93.689067
2,1290,2007,1282,0,1290,6762,2007,42.024613,-93.691433
3,1575,2003,1603,0,1575,10845,2004,42.058649,-93.651216
1,1383,1954,1383,0,1383,13284,1954,42.032566,-93.665356
2,1097,1994,1097,1,1097,10859,1995,42.018996,-93.691585
1,1577,1939,972,0,972,6435,1950,42.03179,-93.626022
1,1268,1949,832,0,1036,12144,1950,42.037129,-93.609059
3,2656,2007,1934,0,1943,13641,2007,42.061976,-93.6566568
3,2589,2006,1738,0,1738,16387,2006,42.063307,-93.658413
1,894,1960,894,1,894,8680,1960,42.043627,-93.62144
1,1374,1938,884,1,932,9260,1950,42.018766,-93.639497
2,1848,1923,833,0,1053,13053,2000,42.029399,-93.627
2,1479,1976,725,1,725,13517,2005,42.034561,-93.65921
2,1218,2007,1218,1,1218,7500,2008,42.051224,-93.644018
3,2541,2005,1149,0,1164,12328,2005,42.060144,-93.629075
1,1224,1926,818,1,818,3950,2004,42.0342224,-93.6179738
0,698,1947,698,1,698,9405,2008,42.022478,-93.664779
3,2364,2009,2330,0,2364,12919,2010,42.059617,-93.655051
0,1175,2005,1175,1,1175,13072,2006,42.037918,-93.691836
2,1764,1999,850,0,886,11690,2000,42.016709,-93.683856
3,1933,2007,894,0,894,14598,2007,42.055157,-93.644145
3,3608,1892,1107,0,1518,22950,1993,42.029025,-93.610438
1,833,1954,833,1,833,5400,2000,42.0371796,-93.6133726
1,1238,1950,864,0,1238,7200,1950,42.035954,-93.607963
2,1287,1992,624,1,624,10429,1992,41.986509,-93.606925
3,2338,2006,2660,0,2338,51974,2007,42.061202,-93.626366
2,1554,2006,1554,0,1554,4590,2006,42.058276,-93.649319
3,1498,2005,1498,0,1498,11645,2006,42.024399,-93.689066
2,1908,2002,967,1,993,14191,2002,41.99435,-93.646814
1,1647,1953,1105,0,1647,9532,1953,42.034789,-93.618606
2,1724,2003,796,0,806,7162,2004,42.01899,-93.672379
2,1680,1988,880,0,1680,21695,2007,42.009134,-93.643947
2,1595,1991,1582,1,1595,11070,1991,41.996066,-93.602424
2,1242,1973,1242,0,1242,9600,1973,42.04389,-93.631302
2,1074,1975,1056,1,1074,10140,1975,42.052522,-93.630348
1,894,1966,894,1,894,7094,1966,42.031533,-93.676953
3,2698,2006,1850,0,1850,16052,2006,42.060111,-93.627767
2,1226,1951,0,0,1226,13108,1951,42.017572,-93.641948
2,1337,1993,1337,0,1337,5395,1993,42.060865,-93.633905
1,925,1961,0,1,925,7000,1961,42.034564,-93.606746
1,1160,1968,1113,1,1160,17979,1968,41.993249,-93.601444
1,987,1973,483,1,483,1680,1973,42.052755,-93.627629
2,1790,1972,732,0,1012,10400,1972,42.04806,-93.630258
